"","County","Month","Year","Clamaints"
"715","LOS ANGELES","Jan",2008,93688
"716","MADERA","Jan",2008,2919
"717","MARIN","Jan",2008,1591
"718","MARIPOSA","Jan",2008,391
"719","MENDOCINO","Jan",2008,1584
"720","MERCED","Jan",2008,7602
"721","MODOC","Jan",2008,241
"722","MONO","Jan",2008,175
"723","MONTEREY","Jan",2008,14141
"724","NAPA","Jan",2008,1685
"725","NEVADA","Jan",2008,1394
"726","ORANGE","Jan",2008,25203
"727","PLACER","Jan",2008,4528
"728","PLUMAS","Jan",2008,778
"729","RIVERSIDE","Jan",2008,27406
"730","SACRAMENTO","Jan",2008,19760
"731","SAN BENITO","Jan",2008,1360
"732","SAN BERNARDINO","Jan",2008,22647
"733","SAN DIEGO","Jan",2008,30567
"734","SAN FRANCISCO","Jan",2008,7962
"735","SAN JOAQUIN","Jan",2008,14686
"736","SAN LUIS OBISPO","Jan",2008,2441
"737","SAN MATEO","Jan",2008,4608
"738","SANTA BARBARA","Jan",2008,4658
"739","SANTA CLARA","Jan",2008,16424
"740","SANTA CRUZ","Jan",2008,6681
"741","SHASTA","Jan",2008,4759
"742","SIERRA","Jan",2008,125
"743","SISKIYOU","Jan",2008,1279
"744","SOLANO","Jan",2008,5814
"745","SONOMA","Jan",2008,5859
"746","STANISLAUS","Jan",2008,12741
"747","SUTTER","Jan",2008,2798
"748","TEHAMA","Jan",2008,1205
"749","TRINITY","Jan",2008,382
"750","TULARE","Jan",2008,11572
"751","TUOLUMNE","Jan",2008,1054
"752","VENTURA","Jan",2008,10539
"753","YOLO","Jan",2008,3557
"754","YUBA","Jan",2008,1792
"755","ALAMEDA","Feb",2008,15271
"756","ALPINE","Feb",2008,14
"757","AMADOR","Feb",2008,595
"758","BUTTE","Feb",2008,4073
"759","CALAVERAS","Feb",2008,807
"760","COLUSA","Feb",2008,1286
"761","CONTRA COSTA","Feb",2008,10902
"762","DEL NORTE","Feb",2008,390
"763","EL DORADO","Feb",2008,2727
"764","FRESNO","Feb",2008,23904
"765","GLENN","Feb",2008,747
"766","HUMBOLDT","Feb",2008,1978
"767","IMPERIAL","Feb",2008,5477
"768","INYO","Feb",2008,265
"769","KERN","Feb",2008,17607
"770","KINGS","Feb",2008,3544
"771","LAKE","Feb",2008,1234
"772","LASSEN","Feb",2008,706
"773","LOS ANGELES","Feb",2008,95103
"774","MADERA","Feb",2008,3187
"775","MARIN","Feb",2008,1671
"776","MARIPOSA","Feb",2008,399
"777","MENDOCINO","Feb",2008,1544
"778","MERCED","Feb",2008,8030
"779","MODOC","Feb",2008,253
"780","MONO","Feb",2008,187
"781","MONTEREY","Feb",2008,14171
"782","NAPA","Feb",2008,1399
"783","NEVADA","Feb",2008,1453
"784","ORANGE","Feb",2008,26410
"785","PLACER","Feb",2008,4452
"786","PLUMAS","Feb",2008,809
"787","RIVERSIDE","Feb",2008,29716
"788","SACRAMENTO","Feb",2008,19840
"789","SAN BENITO","Feb",2008,1490
"790","SAN BERNARDINO","Feb",2008,24393
"791","SAN DIEGO","Feb",2008,31958
"792","SAN FRANCISCO","Feb",2008,7615
"793","SAN JOAQUIN","Feb",2008,14958
"794","SAN LUIS OBISPO","Feb",2008,2438
"795","SAN MATEO","Feb",2008,4761
"796","SANTA BARBARA","Feb",2008,4660
"797","SANTA CLARA","Feb",2008,16818
"798","SANTA CRUZ","Feb",2008,6767
"799","SHASTA","Feb",2008,4746
"800","SIERRA","Feb",2008,125
"801","SISKIYOU","Feb",2008,1323
"802","SOLANO","Feb",2008,5787
"803","SONOMA","Feb",2008,5725
"804","STANISLAUS","Feb",2008,13468
"805","SUTTER","Feb",2008,3078
"806","TEHAMA","Feb",2008,1226
"807","TRINITY","Feb",2008,427
"808","TULARE","Feb",2008,12138
"809","TUOLUMNE","Feb",2008,1065
"810","VENTURA","Feb",2008,9772
"811","YOLO","Feb",2008,3539
"812","YUBA","Feb",2008,1794
"813","ALAMEDA","Mar",2008,15948
"814","ALPINE","Mar",2008,11
"815","AMADOR","Mar",2008,625
"816","BUTTE","Mar",2008,3972
"817","CALAVERAS","Mar",2008,811
"818","COLUSA","Mar",2008,1081
"819","CONTRA COSTA","Mar",2008,11104
"820","DEL NORTE","Mar",2008,399
"821","EL DORADO","Mar",2008,2701
"822","FRESNO","Mar",2008,23750
"823","GLENN","Mar",2008,690
"824","HUMBOLDT","Mar",2008,1962
"825","IMPERIAL","Mar",2008,5428
"826","INYO","Mar",2008,262
"827","KERN","Mar",2008,18331
"828","KINGS","Mar",2008,3360
"829","LAKE","Mar",2008,1238
"830","LASSEN","Mar",2008,693
"831","LOS ANGELES","Mar",2008,93156
"832","MADERA","Mar",2008,3280
"833","MARIN","Mar",2008,1734
"834","MARIPOSA","Mar",2008,384
"835","MENDOCINO","Mar",2008,1593
"836","MERCED","Mar",2008,7771
"837","MODOC","Mar",2008,224
"838","MONO","Mar",2008,179
"839","MONTEREY","Mar",2008,13138
"840","NAPA","Mar",2008,1317
"841","NEVADA","Mar",2008,1421
"842","ORANGE","Mar",2008,26595
"843","PLACER","Mar",2008,4506
"844","PLUMAS","Mar",2008,781
"845","RIVERSIDE","Mar",2008,29422
"846","SACRAMENTO","Mar",2008,19631
"847","SAN BENITO","Mar",2008,1550
"848","SAN BERNARDINO","Mar",2008,24849
"849","SAN DIEGO","Mar",2008,31879
"850","SAN FRANCISCO","Mar",2008,8036
"851","SAN JOAQUIN","Mar",2008,14646
"852","SAN LUIS OBISPO","Mar",2008,2539
"853","SAN MATEO","Mar",2008,4985
"854","SANTA BARBARA","Mar",2008,4361
"855","SANTA CLARA","Mar",2008,17142
"856","SANTA CRUZ","Mar",2008,6560
"857","SHASTA","Mar",2008,4620
"858","SIERRA","Mar",2008,128
"859","SISKIYOU","Mar",2008,1207
"860","SOLANO","Mar",2008,5757
"861","SONOMA","Mar",2008,5814
"862","STANISLAUS","Mar",2008,13508
"863","SUTTER","Mar",2008,3048
"864","TEHAMA","Mar",2008,1205
"865","TRINITY","Mar",2008,381
"866","TULARE","Mar",2008,12039
"867","TUOLUMNE","Mar",2008,1041
"868","VENTURA","Mar",2008,9035
"869","YOLO","Mar",2008,3329
"870","YUBA","Mar",2008,1727
"871","ALAMEDA","Apr",2008,16512
"872","ALPINE","Apr",2008,18
"873","AMADOR","Apr",2008,600
"874","BUTTE","Apr",2008,3683
"875","CALAVERAS","Apr",2008,748
"876","COLUSA","Apr",2008,684
"877","CONTRA COSTA","Apr",2008,11326
"878","DEL NORTE","Apr",2008,351
"879","EL DORADO","Apr",2008,2599
"880","FRESNO","Apr",2008,21564
"881","GLENN","Apr",2008,592
"882","HUMBOLDT","Apr",2008,1882
"883","IMPERIAL","Apr",2008,8051
"884","INYO","Apr",2008,246
"885","KERN","Apr",2008,16871
"886","KINGS","Apr",2008,3028
"887","LAKE","Apr",2008,1210
"888","LASSEN","Apr",2008,586
"889","LOS ANGELES","Apr",2008,95225
"890","MADERA","Apr",2008,3066
"891","MARIN","Apr",2008,1816
"892","MARIPOSA","Apr",2008,316
"893","MENDOCINO","Apr",2008,1372
"894","MERCED","Apr",2008,6996
"895","MODOC","Apr",2008,185
"896","MONO","Apr",2008,201
"897","MONTEREY","Apr",2008,8585
"898","NAPA","Apr",2008,1285
"899","NEVADA","Apr",2008,1412
"900","ORANGE","Apr",2008,27530
"901","PLACER","Apr",2008,4424
"902","PLUMAS","Apr",2008,664
"903","RIVERSIDE","Apr",2008,30248
"904","SACRAMENTO","Apr",2008,19108
"905","SAN BENITO","Apr",2008,1331
"906","SAN BERNARDINO","Apr",2008,25981
"907","SAN DIEGO","Apr",2008,32125
"908","SAN FRANCISCO","Apr",2008,8228
"909","SAN JOAQUIN","Apr",2008,13854
"910","SAN LUIS OBISPO","Apr",2008,2564
"911","SAN MATEO","Apr",2008,5146
"912","SANTA BARBARA","Apr",2008,3648
"913","SANTA CLARA","Apr",2008,17824
"914","SANTA CRUZ","Apr",2008,5772
"915","SHASTA","Apr",2008,4287
"916","SIERRA","Apr",2008,114
"917","SISKIYOU","Apr",2008,935
"918","SOLANO","Apr",2008,5641
"919","SONOMA","Apr",2008,5607
"920","STANISLAUS","Apr",2008,12988
"921","SUTTER","Apr",2008,2814
"922","TEHAMA","Apr",2008,1106
"923","TRINITY","Apr",2008,337
"924","TULARE","Apr",2008,10434
"925","TUOLUMNE","Apr",2008,959
"926","VENTURA","Apr",2008,8855
"927","YOLO","Apr",2008,2849
"928","YUBA","Apr",2008,1583
"929","ALAMEDA","May",2008,16884
"930","ALPINE","May",2008,35
"931","AMADOR","May",2008,523
"932","BUTTE","May",2008,3277
"933","CALAVERAS","May",2008,705
"934","COLUSA","May",2008,471
"935","CONTRA COSTA","May",2008,11432
"936","DEL NORTE","May",2008,317
"937","EL DORADO","May",2008,2464
"938","FRESNO","May",2008,17491
"939","GLENN","May",2008,568
"940","HUMBOLDT","May",2008,1487
"941","IMPERIAL","May",2008,8149
"942","INYO","May",2008,238
"943","KERN","May",2008,13799
"944","KINGS","May",2008,2169
"945","LAKE","May",2008,1010
"946","LASSEN","May",2008,377
"947","LOS ANGELES","May",2008,98752
"948","MADERA","May",2008,2438
"949","MARIN","May",2008,1803
"950","MARIPOSA","May",2008,238
"951","MENDOCINO","May",2008,1071
"952","MERCED","May",2008,5533
"953","MODOC","May",2008,118
"954","MONO","May",2008,346
"955","MONTEREY","May",2008,5285
"956","NAPA","May",2008,1153
"957","NEVADA","May",2008,1346
"958","ORANGE","May",2008,28044
"959","PLACER","May",2008,4223
"960","PLUMAS","May",2008,323
"961","RIVERSIDE","May",2008,29943
"962","SACRAMENTO","May",2008,18365
"963","SAN BENITO","May",2008,1069
"964","SAN BERNARDINO","May",2008,26744
"965","SAN DIEGO","May",2008,32882
"966","SAN FRANCISCO","May",2008,8514
"967","SAN JOAQUIN","May",2008,12015
"968","SAN LUIS OBISPO","May",2008,2470
"969","SAN MATEO","May",2008,5251
"970","SANTA BARBARA","May",2008,3012
"971","SANTA CLARA","May",2008,18033
"972","SANTA CRUZ","May",2008,3589
"973","SHASTA","May",2008,3703
"974","SIERRA","May",2008,71
"975","SISKIYOU","May",2008,642
"976","SOLANO","May",2008,5577
"977","SONOMA","May",2008,5218
"978","STANISLAUS","May",2008,11377
"979","SUTTER","May",2008,2360
"980","TEHAMA","May",2008,1066
"981","TRINITY","May",2008,222
"982","TULARE","May",2008,7916
"983","TUOLUMNE","May",2008,766
"984","VENTURA","May",2008,8681
"985","YOLO","May",2008,2406
"986","YUBA","May",2008,1372
"987","ALAMEDA","Jun",2008,17118
"988","ALPINE","Jun",2008,25
"989","AMADOR","Jun",2008,495
"990","BUTTE","Jun",2008,3348
"991","CALAVERAS","Jun",2008,664
"992","COLUSA","Jun",2008,530
"993","CONTRA COSTA","Jun",2008,11542
"994","DEL NORTE","Jun",2008,314
"995","EL DORADO","Jun",2008,2200
"996","FRESNO","Jun",2008,16031
"997","GLENN","Jun",2008,554
"998","HUMBOLDT","Jun",2008,1355
"999","IMPERIAL","Jun",2008,8407
"1000","INYO","Jun",2008,239
"1001","KERN","Jun",2008,12821
"1002","KINGS","Jun",2008,2159
"1003","LAKE","Jun",2008,935
"1004","LASSEN","Jun",2008,309
"1005","LOS ANGELES","Jun",2008,100230
"1006","MADERA","Jun",2008,2113
"1007","MARIN","Jun",2008,1787
"1008","MARIPOSA","Jun",2008,203
"1009","MENDOCINO","Jun",2008,934
"1010","MERCED","Jun",2008,5037
"1011","MODOC","Jun",2008,94
"1012","MONO","Jun",2008,317
"1013","MONTEREY","Jun",2008,4239
"1014","NAPA","Jun",2008,1072
"1015","NEVADA","Jun",2008,1256
"1016","ORANGE","Jun",2008,28136
"1017","PLACER","Jun",2008,4064
"1018","PLUMAS","Jun",2008,254
"1019","RIVERSIDE","Jun",2008,30852
"1020","SACRAMENTO","Jun",2008,18122
"1021","SAN BENITO","Jun",2008,991
"1022","SAN BERNARDINO","Jun",2008,27266
"1023","SAN DIEGO","Jun",2008,33260
"1024","SAN FRANCISCO","Jun",2008,8931
"1025","SAN JOAQUIN","Jun",2008,11476
"1026","SAN LUIS OBISPO","Jun",2008,2414
"1027","SAN MATEO","Jun",2008,5320
"1028","SANTA BARBARA","Jun",2008,3066
"1029","SANTA CLARA","Jun",2008,18127
"1030","SANTA CRUZ","Jun",2008,2922
"1031","SHASTA","Jun",2008,3329
"1032","SIERRA","Jun",2008,48
"1033","SISKIYOU","Jun",2008,577
"1034","SOLANO","Jun",2008,5356
"1035","SONOMA","Jun",2008,5314
"1036","STANISLAUS","Jun",2008,10888
"1037","SUTTER","Jun",2008,2130
"1038","TEHAMA","Jun",2008,860
"1039","TRINITY","Jun",2008,203
"1040","TULARE","Jun",2008,7277
"1041","TUOLUMNE","Jun",2008,660
"1042","VENTURA","Jun",2008,8643
"1043","YOLO","Jun",2008,2218
"1044","YUBA","Jun",2008,1301
"1045","ALAMEDA","Jul",2008,22863
"1046","ALPINE","Jul",2008,24
"1047","AMADOR","Jul",2008,638
"1048","BUTTE","Jul",2008,4125
"1049","CALAVERAS","Jul",2008,802
"1050","COLUSA","Jul",2008,439
"1051","CONTRA COSTA","Jul",2008,15365
"1052","DEL NORTE","Jul",2008,406
"1053","EL DORADO","Jul",2008,2740
"1054","FRESNO","Jul",2008,18471
"1055","GLENN","Jul",2008,683
"1056","HUMBOLDT","Jul",2008,1618
"1057","IMPERIAL","Jul",2008,11785
"1058","INYO","Jul",2008,286
"1059","KERN","Jul",2008,14706
"1060","KINGS","Jul",2008,2193
"1061","LAKE","Jul",2008,1152
"1062","LASSEN","Jul",2008,380
"1063","LOS ANGELES","Jul",2008,136996
"1064","MADERA","Jul",2008,2526
"1065","MARIN","Jul",2008,2494
"1066","MARIPOSA","Jul",2008,254
"1067","MENDOCINO","Jul",2008,1188
"1068","MERCED","Jul",2008,5455
"1069","MODOC","Jul",2008,113
"1070","MONO","Jul",2008,270
"1071","MONTEREY","Jul",2008,4929
"1072","NAPA","Jul",2008,1559
"1073","NEVADA","Jul",2008,1489
"1074","ORANGE","Jul",2008,38960
"1075","PLACER","Jul",2008,5307
"1076","PLUMAS","Jul",2008,309
"1077","RIVERSIDE","Jul",2008,43510
"1078","SACRAMENTO","Jul",2008,23744
"1079","SAN BENITO","Jul",2008,1046
"1080","SAN BERNARDINO","Jul",2008,36113
"1081","SAN DIEGO","Jul",2008,44281
"1082","SAN FRANCISCO","Jul",2008,11790
"1083","SAN JOAQUIN","Jul",2008,14353
"1084","SAN LUIS OBISPO","Jul",2008,3191
"1085","SAN MATEO","Jul",2008,7176
"1086","SANTA BARBARA","Jul",2008,3817
"1087","SANTA CLARA","Jul",2008,23845
"1088","SANTA CRUZ","Jul",2008,3575
"1089","SHASTA","Jul",2008,4175
"1090","SIERRA","Jul",2008,53
"1091","SISKIYOU","Jul",2008,689
"1092","SOLANO","Jul",2008,7290
"1093","SONOMA","Jul",2008,7016
"1094","STANISLAUS","Jul",2008,12659
"1095","SUTTER","Jul",2008,2153
"1096","TEHAMA","Jul",2008,1146
"1097","TRINITY","Jul",2008,234
"1098","TULARE","Jul",2008,9541
"1099","TUOLUMNE","Jul",2008,844
"1100","VENTURA","Jul",2008,12498
"1101","YOLO","Jul",2008,2635
"1102","YUBA","Jul",2008,1510
"1103","ALAMEDA","Aug",2008,25064
"1104","ALPINE","Aug",2008,18
"1105","AMADOR","Aug",2008,670
"1106","BUTTE","Aug",2008,3988
"1107","CALAVERAS","Aug",2008,886
"1108","COLUSA","Aug",2008,320
"1109","CONTRA COSTA","Aug",2008,16653
"1110","DEL NORTE","Aug",2008,402
"1111","EL DORADO","Aug",2008,2964
"1112","FRESNO","Aug",2008,18703
"1113","GLENN","Aug",2008,680
"1114","HUMBOLDT","Aug",2008,1779
"1115","IMPERIAL","Aug",2008,12986
"1116","INYO","Aug",2008,313
"1117","KERN","Aug",2008,14352
"1118","KINGS","Aug",2008,2133
"1119","LAKE","Aug",2008,1188
"1120","LASSEN","Aug",2008,368
"1121","LOS ANGELES","Aug",2008,150168
"1122","MADERA","Aug",2008,2419
"1123","MARIN","Aug",2008,2658
"1124","MARIPOSA","Aug",2008,276
"1125","MENDOCINO","Aug",2008,1243
"1126","MERCED","Aug",2008,5087
"1127","MODOC","Aug",2008,115
"1128","MONO","Aug",2008,240
"1129","MONTEREY","Aug",2008,5415
"1130","NAPA","Aug",2008,1590
"1131","NEVADA","Aug",2008,1518
"1132","ORANGE","Aug",2008,43291
"1133","PLACER","Aug",2008,5759
"1134","PLUMAS","Aug",2008,293
"1135","RIVERSIDE","Aug",2008,47941
"1136","SACRAMENTO","Aug",2008,26305
"1137","SAN BENITO","Aug",2008,1013
"1138","SAN BERNARDINO","Aug",2008,39244
"1139","SAN DIEGO","Aug",2008,47939
"1140","SAN FRANCISCO","Aug",2008,12824
"1141","SAN JOAQUIN","Aug",2008,14576
"1142","SAN LUIS OBISPO","Aug",2008,3411
"1143","SAN MATEO","Aug",2008,7876
"1144","SANTA BARBARA","Aug",2008,4342
"1145","SANTA CLARA","Aug",2008,26462
"1146","SANTA CRUZ","Aug",2008,3798
"1147","SHASTA","Aug",2008,4308
"1148","SIERRA","Aug",2008,49
"1149","SISKIYOU","Aug",2008,709
"1150","SOLANO","Aug",2008,7608
"1151","SONOMA","Aug",2008,7582
"1152","STANISLAUS","Aug",2008,12062
"1153","SUTTER","Aug",2008,1819
"1154","TEHAMA","Aug",2008,1223
"1155","TRINITY","Aug",2008,216
"1156","TULARE","Aug",2008,9558
"1157","TUOLUMNE","Aug",2008,896
"1158","VENTURA","Aug",2008,14231
"1159","YOLO","Aug",2008,2667
"1160","YUBA","Aug",2008,1504
"1161","ALAMEDA","Sep",2008,25340
"1162","ALPINE","Sep",2008,28
"1163","AMADOR","Sep",2008,690
"1164","BUTTE","Sep",2008,3782
"1165","CALAVERAS","Sep",2008,928
"1166","COLUSA","Sep",2008,300
"1167","CONTRA COSTA","Sep",2008,17045
"1168","DEL NORTE","Sep",2008,388
"1169","EL DORADO","Sep",2008,3111
"1170","FRESNO","Sep",2008,19223
"1171","GLENN","Sep",2008,562
"1172","HUMBOLDT","Sep",2008,1647
"1173","IMPERIAL","Sep",2008,13036
"1174","INYO","Sep",2008,313
"1175","KERN","Sep",2008,14468
"1176","KINGS","Sep",2008,2134
"1177","LAKE","Sep",2008,1274
"1178","LASSEN","Sep",2008,360
"1179","LOS ANGELES","Sep",2008,151294
"1180","MADERA","Sep",2008,2269
"1181","MARIN","Sep",2008,2636
"1182","MARIPOSA","Sep",2008,285
"1183","MENDOCINO","Sep",2008,1202
"1184","MERCED","Sep",2008,4966
"1185","MODOC","Sep",2008,121
"1186","MONO","Sep",2008,270
"1187","MONTEREY","Sep",2008,5359
"1188","NAPA","Sep",2008,1561
"1189","NEVADA","Sep",2008,1550
"1190","ORANGE","Sep",2008,44355
"1191","PLACER","Sep",2008,6004
"1192","PLUMAS","Sep",2008,281
"1193","RIVERSIDE","Sep",2008,48641
"1194","SACRAMENTO","Sep",2008,27128
"1195","SAN BENITO","Sep",2008,1037
"1196","SAN BERNARDINO","Sep",2008,40091
"1197","SAN DIEGO","Sep",2008,49667
"1198","SAN FRANCISCO","Sep",2008,12680
"1199","SAN JOAQUIN","Sep",2008,15224
"1200","SAN LUIS OBISPO","Sep",2008,3479
"1201","SAN MATEO","Sep",2008,7953
"1202","SANTA BARBARA","Sep",2008,4790
"1203","SANTA CLARA","Sep",2008,27214
"1204","SANTA CRUZ","Sep",2008,3810
"1205","SHASTA","Sep",2008,4497
"1206","SIERRA","Sep",2008,50
"1207","SISKIYOU","Sep",2008,749
"1208","SOLANO","Sep",2008,7584
"1209","SONOMA","Sep",2008,7343
"1210","STANISLAUS","Sep",2008,12160
"1211","SUTTER","Sep",2008,1880
"1212","TEHAMA","Sep",2008,1129
"1213","TRINITY","Sep",2008,208
"1214","TULARE","Sep",2008,9758
"1215","TUOLUMNE","Sep",2008,942
"1216","VENTURA","Sep",2008,14599
"1217","YOLO","Sep",2008,2713
"1218","YUBA","Sep",2008,1565
"1219","ALAMEDA","Oct",2008,23277
"1220","ALPINE","Oct",2008,22
"1221","AMADOR","Oct",2008,624
"1222","BUTTE","Oct",2008,3742
"1223","CALAVERAS","Oct",2008,902
"1224","COLUSA","Oct",2008,566
"1225","CONTRA COSTA","Oct",2008,15365
"1226","DEL NORTE","Oct",2008,369
"1227","EL DORADO","Oct",2008,2871
"1228","FRESNO","Oct",2008,23157
"1229","GLENN","Oct",2008,493
"1230","HUMBOLDT","Oct",2008,1723
"1231","IMPERIAL","Oct",2008,11663
"1232","INYO","Oct",2008,294
"1233","KERN","Oct",2008,14443
"1234","KINGS","Oct",2008,2775
"1235","LAKE","Oct",2008,1290
"1236","LASSEN","Oct",2008,352
"1237","LOS ANGELES","Oct",2008,134886
"1238","MADERA","Oct",2008,2571
"1239","MARIN","Oct",2008,2333
"1240","MARIPOSA","Oct",2008,288
"1241","MENDOCINO","Oct",2008,1125
"1242","MERCED","Oct",2008,5082
"1243","MODOC","Oct",2008,132
"1244","MONO","Oct",2008,311
"1245","MONTEREY","Oct",2008,5572
"1246","NAPA","Oct",2008,1516
"1247","NEVADA","Oct",2008,1536
"1248","ORANGE","Oct",2008,39450
"1249","PLACER","Oct",2008,5590
"1250","PLUMAS","Oct",2008,394
"1251","RIVERSIDE","Oct",2008,43898
"1252","SACRAMENTO","Oct",2008,24839
"1253","SAN BENITO","Oct",2008,1117
"1254","SAN BERNARDINO","Oct",2008,36267
"1255","SAN DIEGO","Oct",2008,45604
"1256","SAN FRANCISCO","Oct",2008,11421
"1257","SAN JOAQUIN","Oct",2008,14637
"1258","SAN LUIS OBISPO","Oct",2008,3066
"1259","SAN MATEO","Oct",2008,7385
"1260","SANTA BARBARA","Oct",2008,4684
"1261","SANTA CLARA","Oct",2008,25262
"1262","SANTA CRUZ","Oct",2008,3893
"1263","SHASTA","Oct",2008,4173
"1264","SIERRA","Oct",2008,58
"1265","SISKIYOU","Oct",2008,781
"1266","SOLANO","Oct",2008,7068
"1267","SONOMA","Oct",2008,6914
"1268","STANISLAUS","Oct",2008,12637
"1269","SUTTER","Oct",2008,2172
"1270","TEHAMA","Oct",2008,983
"1271","TRINITY","Oct",2008,209
"1272","TULARE","Oct",2008,10516
"1273","TUOLUMNE","Oct",2008,959
"1274","VENTURA","Oct",2008,13092
"1275","YOLO","Oct",2008,3014
"1276","YUBA","Oct",2008,1545
"1277","ALAMEDA","Nov",2008,25972
"1278","ALPINE","Nov",2008,35
"1279","AMADOR","Nov",2008,709
"1280","BUTTE","Nov",2008,4801
"1281","CALAVERAS","Nov",2008,1031
"1282","COLUSA","Nov",2008,1176
"1283","CONTRA COSTA","Nov",2008,17021
"1284","DEL NORTE","Nov",2008,539
"1285","EL DORADO","Nov",2008,3433
"1286","FRESNO","Nov",2008,27554
"1287","GLENN","Nov",2008,687
"1288","HUMBOLDT","Nov",2008,2510
"1289","IMPERIAL","Nov",2008,10898
"1290","INYO","Nov",2008,339
"1291","KERN","Nov",2008,17556
"1292","KINGS","Nov",2008,3268
"1293","LAKE","Nov",2008,1586
"1294","LASSEN","Nov",2008,544
"1295","LOS ANGELES","Nov",2008,147799
"1296","MADERA","Nov",2008,3567
"1297","MARIN","Nov",2008,2652
"1298","MARIPOSA","Nov",2008,414
"1299","MENDOCINO","Nov",2008,1627
"1300","MERCED","Nov",2008,7403
"1301","MODOC","Nov",2008,194
"1302","MONO","Nov",2008,353
"1303","MONTEREY","Nov",2008,9050
"1304","NAPA","Nov",2008,2156
"1305","NEVADA","Nov",2008,1860
"1306","ORANGE","Nov",2008,43963
"1307","PLACER","Nov",2008,6222
"1308","PLUMAS","Nov",2008,635
"1309","RIVERSIDE","Nov",2008,45686
"1310","SACRAMENTO","Nov",2008,27090
"1311","SAN BENITO","Nov",2008,1370
"1312","SAN BERNARDINO","Nov",2008,38917
"1313","SAN DIEGO","Nov",2008,49940
"1314","SAN FRANCISCO","Nov",2008,12757
"1315","SAN JOAQUIN","Nov",2008,18006
"1316","SAN LUIS OBISPO","Nov",2008,3661
"1317","SAN MATEO","Nov",2008,8429
"1318","SANTA BARBARA","Nov",2008,5774
"1319","SANTA CLARA","Nov",2008,28955
"1320","SANTA CRUZ","Nov",2008,6406
"1321","SHASTA","Nov",2008,5078
"1322","SIERRA","Nov",2008,97
"1323","SISKIYOU","Nov",2008,1216
"1324","SOLANO","Nov",2008,7930
"1325","SONOMA","Nov",2008,8050
"1326","STANISLAUS","Nov",2008,14974
"1327","SUTTER","Nov",2008,3167
"1328","TEHAMA","Nov",2008,1248
"1329","TRINITY","Nov",2008,322
"1330","TULARE","Nov",2008,12906
"1331","TUOLUMNE","Nov",2008,1126
"1332","VENTURA","Nov",2008,14816
"1333","YOLO","Nov",2008,3929
"1334","YUBA","Nov",2008,1862
"1335","ALAMEDA","Dec",2008,32006
"1336","ALPINE","Dec",2008,30
"1337","AMADOR","Dec",2008,926
"1338","BUTTE","Dec",2008,5943
"1339","CALAVERAS","Dec",2008,1318
"1340","COLUSA","Dec",2008,1424
"1341","CONTRA COSTA","Dec",2008,21230
